"fixture_id","league_id","event_date","event_timestamp","firstHalfStart","secondHalfStart","round","status","statusShort","elapsed","venue","referee","goalsHomeTeam","goalsAwayTeam","homeTeam_id","awayTeam_id","scoreHaltime","scoreFulltime","scoreExtratime","scorePenalty"
328146,1396,"2020-10-18T19:00:00+00:00",1603047600,NA,NA,"Regular Season - 17","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,151,NA,NA,NA,NA
328147,1396,"2020-10-18T19:00:00+00:00",1603047600,NA,NA,"Regular Season - 17","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,130,NA,NA,NA,NA
328148,1396,"2020-10-18T19:00:00+00:00",1603047600,NA,NA,"Regular Season - 17","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,123,NA,NA,NA,NA
328149,1396,"2020-10-18T19:00:00+00:00",1603047600,NA,NA,"Regular Season - 17","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,127,NA,NA,NA,NA
328150,1396,"2020-10-18T19:00:00+00:00",1603047600,NA,NA,"Regular Season - 17","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,133,NA,NA,NA,NA
328151,1396,"2020-10-18T19:00:00+00:00",1603047600,NA,NA,"Regular Season - 17","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,1062,NA,NA,NA,NA
328152,1396,"2020-10-18T19:00:00+00:00",1603047600,NA,NA,"Regular Season - 17","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,128,NA,NA,NA,NA
328153,1396,"2020-10-18T19:00:00+00:00",1603047600,NA,NA,"Regular Season - 17","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,121,NA,NA,NA,NA
328154,1396,"2020-10-18T19:00:00+00:00",1603047600,NA,NA,"Regular Season - 17","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,134,NA,NA,NA,NA
328155,1396,"2020-10-25T19:00:00+00:00",1603652400,NA,NA,"Regular Season - 18","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,124,128,NA,NA,NA,NA
328156,1396,"2020-10-25T19:00:00+00:00",1603652400,NA,NA,"Regular Season - 18","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,131,NA,NA,NA,NA
328157,1396,"2020-10-25T19:00:00+00:00",1603652400,NA,NA,"Regular Season - 18","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,120,NA,NA,NA,NA
328158,1396,"2020-10-25T19:00:00+00:00",1603652400,NA,NA,"Regular Season - 18","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,151,NA,NA,NA,NA
328159,1396,"2020-10-25T19:00:00+00:00",1603652400,NA,NA,"Regular Season - 18","Not Started","NS",0,"Estádio Raimundo Sampaio",NA,NA,NA,1062,123,NA,NA,NA,NA
328160,1396,"2020-10-25T19:00:00+00:00",1603652400,NA,NA,"Regular Season - 18","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,127,NA,NA,NA,NA
328161,1396,"2020-10-25T19:00:00+00:00",1603652400,NA,NA,"Regular Season - 18","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,154,NA,NA,NA,NA
328162,1396,"2020-10-25T19:00:00+00:00",1603652400,NA,NA,"Regular Season - 18","Not Started","NS",0,"Arena da Baixada",NA,NA,NA,134,130,NA,NA,NA,NA
328163,1396,"2020-10-25T19:00:00+00:00",1603652400,NA,NA,"Regular Season - 18","Not Started","NS",0,"Estádio Governador Plácido Aderaldo Castelo",NA,NA,NA,129,147,NA,NA,NA,NA
328164,1396,"2020-10-25T19:00:00+00:00",1603652400,NA,NA,"Regular Season - 18","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,121,NA,NA,NA,NA
328165,1396,"2020-11-01T20:00:00+00:00",1604260800,NA,NA,"Regular Season - 19","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,126,NA,NA,NA,NA
328166,1396,"2020-11-01T20:00:00+00:00",1604260800,NA,NA,"Regular Season - 19","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,129,NA,NA,NA,NA
328167,1396,"2020-11-01T20:00:00+00:00",1604260800,NA,NA,"Regular Season - 19","Not Started","NS",0,"Allianz Parque",NA,NA,NA,121,1062,NA,NA,NA,NA
328168,1396,"2020-11-01T20:00:00+00:00",1604260800,NA,NA,"Regular Season - 19","Not Started","NS",0,"Estádio Urbano Caldeira",NA,NA,NA,128,118,NA,NA,NA,NA
328169,1396,"2020-11-01T20:00:00+00:00",1604260800,NA,NA,"Regular Season - 19","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,119,NA,NA,NA,NA
328170,1396,"2020-11-01T20:00:00+00:00",1604260800,NA,NA,"Regular Season - 19","Not Started","NS",0,"Arena do Grêmio",NA,NA,NA,130,794,NA,NA,NA,NA
328171,1396,"2020-11-01T20:00:00+00:00",1604260800,NA,NA,"Regular Season - 19","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,134,NA,NA,NA,NA
328172,1396,"2020-11-01T20:00:00+00:00",1604260800,NA,NA,"Regular Season - 19","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,144,NA,NA,NA,NA
328173,1396,"2020-11-01T20:00:00+00:00",1604260800,NA,NA,"Regular Season - 19","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,124,NA,NA,NA,NA
328174,1396,"2020-11-01T20:00:00+00:00",1604260800,NA,NA,"Regular Season - 19","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,151,133,NA,NA,NA,NA
328175,1396,"2020-11-08T20:00:00+00:00",1604865600,NA,NA,"Regular Season - 20","Not Started","NS",0,"Estádio Raimundo Sampaio",NA,NA,NA,1062,127,NA,NA,NA,NA
328176,1396,"2020-11-08T20:00:00+00:00",1604865600,NA,NA,"Regular Season - 20","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,120,NA,NA,NA,NA
328177,1396,"2020-11-08T20:00:00+00:00",1604865600,NA,NA,"Regular Season - 20","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,121,NA,NA,NA,NA
328178,1396,"2020-11-08T20:00:00+00:00",1604865600,NA,NA,"Regular Season - 20","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,128,NA,NA,NA,NA
328179,1396,"2020-11-08T20:00:00+00:00",1604865600,NA,NA,"Regular Season - 20","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,131,NA,NA,NA,NA
328180,1396,"2020-11-08T20:00:00+00:00",1604865600,NA,NA,"Regular Season - 20","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,124,130,NA,NA,NA,NA
328181,1396,"2020-11-08T20:00:00+00:00",1604865600,NA,NA,"Regular Season - 20","Not Started","NS",0,"Estádio Governador Plácido Aderaldo Castelo",NA,NA,NA,129,123,NA,NA,NA,NA
328182,1396,"2020-11-08T20:00:00+00:00",1604865600,NA,NA,"Regular Season - 20","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,147,NA,NA,NA,NA
328183,1396,"2020-11-08T20:00:00+00:00",1604865600,NA,NA,"Regular Season - 20","Not Started","NS",0,"Arena da Baixada",NA,NA,NA,134,154,NA,NA,NA,NA
328184,1396,"2020-11-08T20:00:00+00:00",1604865600,NA,NA,"Regular Season - 20","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,151,NA,NA,NA,NA
328185,1396,"2020-11-14T20:00:00+00:00",1605384000,NA,NA,"Regular Season - 21","Not Started","NS",0,"Allianz Parque",NA,NA,NA,121,124,NA,NA,NA,NA
328186,1396,"2020-11-14T20:00:00+00:00",1605384000,NA,NA,"Regular Season - 21","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,133,NA,NA,NA,NA
328187,1396,"2020-11-14T20:00:00+00:00",1605384000,NA,NA,"Regular Season - 21","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,126,NA,NA,NA,NA
328188,1396,"2020-11-14T20:00:00+00:00",1605384000,NA,NA,"Regular Season - 21","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,794,NA,NA,NA,NA
328189,1396,"2020-11-14T20:00:00+00:00",1605384000,NA,NA,"Regular Season - 21","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,1062,NA,NA,NA,NA
328190,1396,"2020-11-14T20:00:00+00:00",1605384000,NA,NA,"Regular Season - 21","Not Started","NS",0,"Estádio Urbano Caldeira",NA,NA,NA,128,119,NA,NA,NA,NA
328191,1396,"2020-11-14T20:00:00+00:00",1605384000,NA,NA,"Regular Season - 21","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,118,NA,NA,NA,NA
328192,1396,"2020-11-14T20:00:00+00:00",1605384000,NA,NA,"Regular Season - 21","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,151,134,NA,NA,NA,NA
328193,1396,"2020-11-14T20:00:00+00:00",1605384000,NA,NA,"Regular Season - 21","Not Started","NS",0,"Arena do Grêmio",NA,NA,NA,130,129,NA,NA,NA,NA
328194,1396,"2020-11-14T20:00:00+00:00",1605384000,NA,NA,"Regular Season - 21","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,144,NA,NA,NA,NA
328195,1396,"2020-11-22T20:00:00+00:00",1606075200,NA,NA,"Regular Season - 22","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,124,NA,NA,NA,NA
328196,1396,"2020-11-22T20:00:00+00:00",1606075200,NA,NA,"Regular Season - 22","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,133,NA,NA,NA,NA
328197,1396,"2020-11-22T20:00:00+00:00",1606075200,NA,NA,"Regular Season - 22","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,151,121,NA,NA,NA,NA
328198,1396,"2020-11-22T20:00:00+00:00",1606075200,NA,NA,"Regular Season - 22","Not Started","NS",0,"Arena da Baixada",NA,NA,NA,134,128,NA,NA,NA,NA
328199,1396,"2020-11-22T20:00:00+00:00",1606075200,NA,NA,"Regular Season - 22","Not Started","NS",0,"Estádio Governador Plácido Aderaldo Castelo",NA,NA,NA,129,1062,NA,NA,NA,NA
328200,1396,"2020-11-22T20:00:00+00:00",1606075200,NA,NA,"Regular Season - 22","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,130,NA,NA,NA,NA
328201,1396,"2020-11-22T20:00:00+00:00",1606075200,NA,NA,"Regular Season - 22","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,118,NA,NA,NA,NA
328202,1396,"2020-11-22T20:00:00+00:00",1606075200,NA,NA,"Regular Season - 22","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,147,NA,NA,NA,NA
328203,1396,"2020-11-22T20:00:00+00:00",1606075200,NA,NA,"Regular Season - 22","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,154,NA,NA,NA,NA
328204,1396,"2020-11-22T20:00:00+00:00",1606075200,NA,NA,"Regular Season - 22","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,144,NA,NA,NA,NA
328205,1396,"2020-11-28T20:00:00+00:00",1606593600,NA,NA,"Regular Season - 23","Not Started","NS",0,"Arena do Grêmio",NA,NA,NA,130,127,NA,NA,NA,NA
328206,1396,"2020-11-28T20:00:00+00:00",1606593600,NA,NA,"Regular Season - 23","Not Started","NS",0,"Estádio Raimundo Sampaio",NA,NA,NA,1062,120,NA,NA,NA,NA
328207,1396,"2020-11-28T20:00:00+00:00",1606593600,NA,NA,"Regular Season - 23","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,126,NA,NA,NA,NA
328208,1396,"2020-11-28T20:00:00+00:00",1606593600,NA,NA,"Regular Season - 23","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,124,794,NA,NA,NA,NA
328209,1396,"2020-11-28T20:00:00+00:00",1606593600,NA,NA,"Regular Season - 23","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,131,NA,NA,NA,NA
328210,1396,"2020-11-28T20:00:00+00:00",1606593600,NA,NA,"Regular Season - 23","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,119,NA,NA,NA,NA
328211,1396,"2020-11-28T20:00:00+00:00",1606593600,NA,NA,"Regular Season - 23","Not Started","NS",0,"Estádio Urbano Caldeira",NA,NA,NA,128,123,NA,NA,NA,NA
328212,1396,"2020-11-28T20:00:00+00:00",1606593600,NA,NA,"Regular Season - 23","Not Started","NS",0,"Allianz Parque",NA,NA,NA,121,134,NA,NA,NA,NA
328213,1396,"2020-11-28T20:00:00+00:00",1606593600,NA,NA,"Regular Season - 23","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,129,NA,NA,NA,NA
328214,1396,"2020-11-28T20:00:00+00:00",1606593600,NA,NA,"Regular Season - 23","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,151,NA,NA,NA,NA
328215,1396,"2020-12-06T20:00:00+00:00",1607284800,NA,NA,"Regular Season - 24","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,127,NA,NA,NA,NA
328216,1396,"2020-12-06T20:00:00+00:00",1607284800,NA,NA,"Regular Season - 24","Not Started","NS",0,"Arena do Grêmio",NA,NA,NA,130,133,NA,NA,NA,NA
328217,1396,"2020-12-06T20:00:00+00:00",1607284800,NA,NA,"Regular Season - 24","Not Started","NS",0,"Estádio Urbano Caldeira",NA,NA,NA,128,121,NA,NA,NA,NA
328218,1396,"2020-12-06T20:00:00+00:00",1607284800,NA,NA,"Regular Season - 24","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,794,NA,NA,NA,NA
328219,1396,"2020-12-06T20:00:00+00:00",1607284800,NA,NA,"Regular Season - 24","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,131,NA,NA,NA,NA
328220,1396,"2020-12-06T20:00:00+00:00",1607284800,NA,NA,"Regular Season - 24","Not Started","NS",0,"Estádio Raimundo Sampaio",NA,NA,NA,1062,119,NA,NA,NA,NA
328221,1396,"2020-12-06T20:00:00+00:00",1607284800,NA,NA,"Regular Season - 24","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,123,NA,NA,NA,NA
328222,1396,"2020-12-06T20:00:00+00:00",1607284800,NA,NA,"Regular Season - 24","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,124,134,NA,NA,NA,NA
328223,1396,"2020-12-06T20:00:00+00:00",1607284800,NA,NA,"Regular Season - 24","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,129,NA,NA,NA,NA
328224,1396,"2020-12-06T20:00:00+00:00",1607284800,NA,NA,"Regular Season - 24","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,151,NA,NA,NA,NA
328225,1396,"2020-12-13T20:00:00+00:00",1607889600,NA,NA,"Regular Season - 25","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,124,NA,NA,NA,NA
328226,1396,"2020-12-13T20:00:00+00:00",1607889600,NA,NA,"Regular Season - 25","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,120,NA,NA,NA,NA
328227,1396,"2020-12-13T20:00:00+00:00",1607889600,NA,NA,"Regular Season - 25","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,126,NA,NA,NA,NA
328228,1396,"2020-12-13T20:00:00+00:00",1607889600,NA,NA,"Regular Season - 25","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,128,NA,NA,NA,NA
328229,1396,"2020-12-13T20:00:00+00:00",1607889600,NA,NA,"Regular Season - 25","Not Started","NS",0,"Arena da Baixada",NA,NA,NA,134,1062,NA,NA,NA,NA
328230,1396,"2020-12-13T20:00:00+00:00",1607889600,NA,NA,"Regular Season - 25","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,151,130,NA,NA,NA,NA
328231,1396,"2020-12-13T20:00:00+00:00",1607889600,NA,NA,"Regular Season - 25","Not Started","NS",0,"Allianz Parque",NA,NA,NA,121,118,NA,NA,NA,NA
328232,1396,"2020-12-13T20:00:00+00:00",1607889600,NA,NA,"Regular Season - 25","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,147,NA,NA,NA,NA
328233,1396,"2020-12-13T20:00:00+00:00",1607889600,NA,NA,"Regular Season - 25","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,154,NA,NA,NA,NA
328234,1396,"2020-12-13T20:00:00+00:00",1607889600,NA,NA,"Regular Season - 25","Not Started","NS",0,"Estádio Governador Plácido Aderaldo Castelo",NA,NA,NA,129,144,NA,NA,NA,NA
328235,1396,"2020-12-20T20:00:00+00:00",1608494400,NA,NA,"Regular Season - 26","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,124,NA,NA,NA,NA
328236,1396,"2020-12-20T20:00:00+00:00",1608494400,NA,NA,"Regular Season - 26","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,120,NA,NA,NA,NA
328237,1396,"2020-12-20T20:00:00+00:00",1608494400,NA,NA,"Regular Season - 26","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,121,NA,NA,NA,NA
328238,1396,"2020-12-20T20:00:00+00:00",1608494400,NA,NA,"Regular Season - 26","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,128,NA,NA,NA,NA
328239,1396,"2020-12-20T20:00:00+00:00",1608494400,NA,NA,"Regular Season - 26","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,1062,NA,NA,NA,NA
328240,1396,"2020-12-20T20:00:00+00:00",1608494400,NA,NA,"Regular Season - 26","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,130,NA,NA,NA,NA
328241,1396,"2020-12-20T20:00:00+00:00",1608494400,NA,NA,"Regular Season - 26","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,118,NA,NA,NA,NA
328242,1396,"2020-12-20T20:00:00+00:00",1608494400,NA,NA,"Regular Season - 26","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,134,NA,NA,NA,NA
328243,1396,"2020-12-20T20:00:00+00:00",1608494400,NA,NA,"Regular Season - 26","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,129,NA,NA,NA,NA
328244,1396,"2020-12-20T20:00:00+00:00",1608494400,NA,NA,"Regular Season - 26","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,151,NA,NA,NA,NA
328245,1396,"2020-12-27T20:00:00+00:00",1609099200,NA,NA,"Regular Season - 27","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,127,NA,NA,NA,NA
328246,1396,"2020-12-27T20:00:00+00:00",1609099200,NA,NA,"Regular Season - 27","Not Started","NS",0,"Arena da Baixada",NA,NA,NA,134,133,NA,NA,NA,NA
328247,1396,"2020-12-27T20:00:00+00:00",1609099200,NA,NA,"Regular Season - 27","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,124,126,NA,NA,NA,NA
328248,1396,"2020-12-27T20:00:00+00:00",1609099200,NA,NA,"Regular Season - 27","Not Started","NS",0,"Allianz Parque",NA,NA,NA,121,794,NA,NA,NA,NA
328249,1396,"2020-12-27T20:00:00+00:00",1609099200,NA,NA,"Regular Season - 27","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,131,NA,NA,NA,NA
328250,1396,"2020-12-27T20:00:00+00:00",1609099200,NA,NA,"Regular Season - 27","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,119,NA,NA,NA,NA
328251,1396,"2020-12-27T20:00:00+00:00",1609099200,NA,NA,"Regular Season - 27","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,151,123,NA,NA,NA,NA
328252,1396,"2020-12-27T20:00:00+00:00",1609099200,NA,NA,"Regular Season - 27","Not Started","NS",0,"Estádio Raimundo Sampaio",NA,NA,NA,1062,147,NA,NA,NA,NA
328253,1396,"2020-12-27T20:00:00+00:00",1609099200,NA,NA,"Regular Season - 27","Not Started","NS",0,"Estádio Urbano Caldeira",NA,NA,NA,128,129,NA,NA,NA,NA
328254,1396,"2020-12-27T20:00:00+00:00",1609099200,NA,NA,"Regular Season - 27","Not Started","NS",0,"Arena do Grêmio",NA,NA,NA,130,144,NA,NA,NA,NA
328255,1396,"2021-01-03T20:00:00+00:00",1609704000,NA,NA,"Regular Season - 28","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,124,NA,NA,NA,NA
328256,1396,"2021-01-03T20:00:00+00:00",1609704000,NA,NA,"Regular Season - 28","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,133,NA,NA,NA,NA
328257,1396,"2021-01-03T20:00:00+00:00",1609704000,NA,NA,"Regular Season - 28","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,126,NA,NA,NA,NA
328258,1396,"2021-01-03T20:00:00+00:00",1609704000,NA,NA,"Regular Season - 28","Not Started","NS",0,"Estádio Raimundo Sampaio",NA,NA,NA,1062,128,NA,NA,NA,NA
328259,1396,"2021-01-03T20:00:00+00:00",1609704000,NA,NA,"Regular Season - 28","Not Started","NS",0,"Allianz Parque",NA,NA,NA,121,131,NA,NA,NA,NA
328260,1396,"2021-01-03T20:00:00+00:00",1609704000,NA,NA,"Regular Season - 28","Not Started","NS",0,"Estádio Governador Plácido Aderaldo Castelo",NA,NA,NA,129,119,NA,NA,NA,NA
328261,1396,"2021-01-03T20:00:00+00:00",1609704000,NA,NA,"Regular Season - 28","Not Started","NS",0,"Arena do Grêmio",NA,NA,NA,130,118,NA,NA,NA,NA
328262,1396,"2021-01-03T20:00:00+00:00",1609704000,NA,NA,"Regular Season - 28","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,134,NA,NA,NA,NA
328263,1396,"2021-01-03T20:00:00+00:00",1609704000,NA,NA,"Regular Season - 28","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,154,NA,NA,NA,NA
328264,1396,"2021-01-03T20:00:00+00:00",1609704000,NA,NA,"Regular Season - 28","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,151,NA,NA,NA,NA
328265,1396,"2021-01-10T20:00:00+00:00",1610308800,NA,NA,"Regular Season - 29","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,124,NA,NA,NA,NA
328266,1396,"2021-01-10T20:00:00+00:00",1610308800,NA,NA,"Regular Season - 29","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,120,NA,NA,NA,NA
328267,1396,"2021-01-10T20:00:00+00:00",1610308800,NA,NA,"Regular Season - 29","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,121,NA,NA,NA,NA
328268,1396,"2021-01-10T20:00:00+00:00",1610308800,NA,NA,"Regular Season - 29","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,128,NA,NA,NA,NA
328269,1396,"2021-01-10T20:00:00+00:00",1610308800,NA,NA,"Regular Season - 29","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,1062,NA,NA,NA,NA
328270,1396,"2021-01-10T20:00:00+00:00",1610308800,NA,NA,"Regular Season - 29","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,130,NA,NA,NA,NA
328271,1396,"2021-01-10T20:00:00+00:00",1610308800,NA,NA,"Regular Season - 29","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,118,NA,NA,NA,NA
328272,1396,"2021-01-10T20:00:00+00:00",1610308800,NA,NA,"Regular Season - 29","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,134,NA,NA,NA,NA
328273,1396,"2021-01-10T20:00:00+00:00",1610308800,NA,NA,"Regular Season - 29","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,129,NA,NA,NA,NA
328274,1396,"2021-01-10T20:00:00+00:00",1610308800,NA,NA,"Regular Season - 29","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,151,NA,NA,NA,NA
328275,1396,"2021-01-17T20:00:00+00:00",1610913600,NA,NA,"Regular Season - 30","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,151,127,NA,NA,NA,NA
328276,1396,"2021-01-17T20:00:00+00:00",1610913600,NA,NA,"Regular Season - 30","Not Started","NS",0,"Estádio Urbano Caldeira",NA,NA,NA,128,120,NA,NA,NA,NA
328277,1396,"2021-01-17T20:00:00+00:00",1610913600,NA,NA,"Regular Season - 30","Not Started","NS",0,"Arena da Baixada",NA,NA,NA,134,126,NA,NA,NA,NA
328278,1396,"2021-01-17T20:00:00+00:00",1610913600,NA,NA,"Regular Season - 30","Not Started","NS",0,"Estádio Governador Plácido Aderaldo Castelo",NA,NA,NA,129,794,NA,NA,NA,NA
328279,1396,"2021-01-17T20:00:00+00:00",1610913600,NA,NA,"Regular Season - 30","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,131,NA,NA,NA,NA
328280,1396,"2021-01-17T20:00:00+00:00",1610913600,NA,NA,"Regular Season - 30","Not Started","NS",0,"Allianz Parque",NA,NA,NA,121,130,NA,NA,NA,NA
328281,1396,"2021-01-17T20:00:00+00:00",1610913600,NA,NA,"Regular Season - 30","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,124,123,NA,NA,NA,NA
328282,1396,"2021-01-17T20:00:00+00:00",1610913600,NA,NA,"Regular Season - 30","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,147,NA,NA,NA,NA
328283,1396,"2021-01-17T20:00:00+00:00",1610913600,NA,NA,"Regular Season - 30","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,154,NA,NA,NA,NA
328284,1396,"2021-01-17T20:00:00+00:00",1610913600,NA,NA,"Regular Season - 30","Not Started","NS",0,"Estádio Raimundo Sampaio",NA,NA,NA,1062,144,NA,NA,NA,NA
328285,1396,"2021-01-20T20:00:00+00:00",1611172800,NA,NA,"Regular Season - 31","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,124,NA,NA,NA,NA
328286,1396,"2021-01-20T20:00:00+00:00",1611172800,NA,NA,"Regular Season - 31","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,133,NA,NA,NA,NA
328287,1396,"2021-01-20T20:00:00+00:00",1611172800,NA,NA,"Regular Season - 31","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,121,NA,NA,NA,NA
328288,1396,"2021-01-20T20:00:00+00:00",1611172800,NA,NA,"Regular Season - 31","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,128,NA,NA,NA,NA
