round,home_team_name,home_team_abv,away_team_name,away_team_abv,url
1,Coritiba,CFC,Internacional,INT,https://globoesporte.globo.com/pr/futebol/brasileirao-serie-a/jogo/08-08-2020/coritiba-internacional.ghtml

